name,label,category,subcategory
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241230_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241230_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241230_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q3_positive.png,TAPE,TAPE (TP),Tape (TP)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,TAPE,TAPE (TP),Tape (TP)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q4_negative.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q4_negative.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,HC_massive,CORAL (CO),Massive (MAS)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,TAPE,TAPE (TP),Tape (TP)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,HcD,CORAL (CO),Digitate (DIG)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241230_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q1_grouper.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q1_grouper.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q1_grouper.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q1_grouper.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q1_grouper.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,C_branch,CORAL (CO),Branching (BR)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,SC,OTHERS (OTS),Soft Coral ( SC)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,C_branch,CORAL (CO),Branching (BR)
20250103_Q1_grouper.png,C_branch,CORAL (CO),Branching (BR)
20250103_Q1_grouper.png,C_branch,CORAL (CO),Branching (BR)
20250103_Q1_grouper.png,C_branch,CORAL (CO),Branching (BR)
20250103_Q1_grouper.png,C_branch,CORAL (CO),Branching (BR)
20250103_Q1_grouper.png,OTH,OTHERS (OTS),Others (OTS)
20250103_Q1_grouper.png,C_branch,CORAL (CO),Branching (BR)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q1_grouper.png,HC_massive,CORAL (CO),Massive (MAS)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,HC_massive,CORAL (CO),Massive (MAS)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q1_grouper.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q1_grouper.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q1_grouper.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q1_grouper.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q1_grouper.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q2_barracuda.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q2_barracuda.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20250103_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q2_barracuda.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q2_barracuda.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20250103_Q2_barracuda.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q2_barracuda.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20250103_Q2_barracuda.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20250103_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
